✔,ID,Jeu,👤,🇬🇧 Name,Name (Romaji),elem ico,Élément,Nom (Kanji),🇬🇧 Nickname,🇫🇷 Nickname,Sexe,Role,Position,"2nde
pos",Pref,Style,Lvl,Rareté,Kick,Ctrl,Tech,Intl,Pres,Phys,Agil,Shoot,AT Focus,DF Focus,AT Duel,DF Duel,Wall,Keeper,Total,N Kick,N Ctrl,N Tech,N Intl,N Pres,N Phys,N Agil,N Shoot,N AT Focus,N DF Focus,N AT Duel,N DF Duel,N Wall,N Keeper,N Total,🇬🇧 Skill lvl 1,🇬🇧 Skill lvl 13,🇬🇧 Skill lvl 20,🇬🇧 Skill lvl 30,🇬🇧 Skill lvl 38,🇬🇧 Skill lvl 43,🇫🇷 Skill lvl 1,🇫🇷 Skill lvl 13,🇫🇷 Skill lvl 20,🇫🇷 Skill lvl 30,🇫🇷 Skill lvl 38,🇫🇷 Skill lvl 43,École/Club/Équipe,Description,Recrutement,tampon,url
FALSE,390,IE,,Per Hockside,Mitsuru Kanai,,Feu,金井 満,Hockside,Hockside,♂,,FW,MF,,Tension,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Dust Kick,Grenade Shot,Scorching Tackle,,,,Frappe poussiéreuse,Tir grenade,Charge enflammée,,,,Unaffiliated,He only dyes his hair on the weekend as hair-dyeing is banned at school.,Player Universe: Ferrum Turris,,https://dxi4wb638ujep.cloudfront.net/1/k/j/9/j9dtrvz5kue.png
FALSE,391,IE,,Lee Gleagle,Tsutomu Kanezawa,,Forêt,金沢 努,Gleagle,Gleagle,♂,,DF,MF,,Breach,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Afterimage,Harvest,,,,Feinte,Holo-dribble,Fauchage,,,,Unaffiliated,You won't see him without his legal journal. Knows all about the law.,Player Universe: Academion,,https://dxi4wb638ujep.cloudfront.net/1/k/4/v/4vsm8qvdjns.png
FALSE,392,IE,,Paul Pitcher,Tateru Amato,,Montagne,天戸 建,Pitcher,Pitcher,♂,,DF,MF,,Rough,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Nutmeg,Sumo Stomp,Three-Legged Rush,,,,Petit pont,Sumo-secousse,Trépied turbo,,,,Unaffiliated,"Loves the open air so much, he lives in a tent in the garden.",Player Universe: Dinosauria,,https://dxi4wb638ujep.cloudfront.net/1/k/w/9/w93bmrckolm.png
FALSE,393,IE,,Turner Fortune,Yukio Sanada,,Forêt,真田 幸夫,Fortune,Fortune,♂,,DF,MF,,Justice,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Deceptor Dribble,Harvest,,,,Coupe courbée,Dribble spectral,Fauchage,,,,Unaffiliated,Always supports the underdog and helps them find winning strategies.,Player Universe: Supportus,,https://dxi4wb638ujep.cloudfront.net/1/k/n/v/nvgglu6wf4k.png
FALSE,394,IE,,Walter Walken,Nagaru Mizuwatari,,Vent,水渡 長流,Walken,Walken,♂,,DF,FW,,Tension,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Condor Dive,Cyclone,,,,Tirage rusé,Attaque du condor,Cyclone,,,,Unaffiliated,A pro at swimming who makes it look as effortless as walking.,Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/h/6/h6lvyjp4wyu.png
FALSE,395,IE,,Sal Curie,Nao Koko,,Feu,高胡 菜生,Curie,Curie,♂,,DF,MF,,Tension,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Deceptive Step,Ignited Steal,Scorching Tackle,,,,Enjambée trompeuse,Tacle incendiaire,Charge enflammée,,,,Unaffiliated,Thinks cucumbers are the perfect remedy for sunburn.,Player Universe: Diamantis,,https://dxi4wb638ujep.cloudfront.net/1/k/2/s/2su012pcdr8.png
FALSE,396,IE,,Silver Platt,Mare Shirogane,,Feu,白金 希,Platt,Platt,♂,,DF,MF,,Justice,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Meteor Shower,Rolling Slide,,,,Tirage rusé,Pluie de météores,Tacle acrobate,,,,Unaffiliated,Claims that someone with his talent is one in a million.,Player Universe: Tropheus,,https://dxi4wb638ujep.cloudfront.net/1/k/0/z/0ztobv7uyt8.png
FALSE,397,IE,,Nick Yergrub,Shunsuke Hayabusa,,Vent,隼 駿介,Yergrub,Yergrub,♂,,FW,DF,,Counter,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Cunning Pull,Spinning Shot,Double Cyclone,,,,Tirage rusé,Tir hélicoptère,Double cyclone,,,,Unaffiliated,This odd boy is known for running off with other people's food.,Player Universe: Ferrum Structura,,https://dxi4wb638ujep.cloudfront.net/1/k/f/b/fbij2qdu1eu.png
FALSE,398,IE,,Mal Inger,Yakuma Kiriaya,,Montagne,桐技 躍馬,Inger,Inger,♂,,DF,FW,,Tension,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Gaia Break,Bamboo Pattern,,,,Coupe courbée,Frappe de Gaïa,Danse du bambou,,,,Unaffiliated,Very lazy and hates working. How will he cope when he gets older?,Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/l/0/l0b8lnoca-k.png
FALSE,399,IE,,Jim Cook,Rinzo Mamiya,,Vent,間宮 林三,Cook,Cook,♂,,DF,MF,,Bond,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Aurora Dribble,Hurricane Arrows,,,,Tirage rusé,Dribble boréal,Flèche ouragan,,,,Unaffiliated,An amateur explorer who dreams of finding an uncharted island one day.,Player Universe: Academion,,https://dxi4wb638ujep.cloudfront.net/1/k/u/c/ucwdiyomtnm.png
FALSE,400,IE,,Gus Potter,Yushi Ideta,,Montagne,出田 優士,Potter,Potter,♂,,DF,MF,,Counter,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Crosscut Feint,Earthquake,Three-Legged Rush,,,,Feinte au travers,Séisme,Trépied turbo,,,,Unaffiliated,Has excellent peripheral vision thanks to his big eyes.,Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/g/2/g2pf5_nekyk.png
FALSE,401,IE,,Handel Turnon,Fuga Neo,,Feu,音尾 風雅,Turnon,Turnon,♂,,GK,MF,,Counter,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Strong Punch,Double Touch,Flame Breath,,,,Poing puissant,Une-deux solitaire,Cracheur de feu,,,,Unaffiliated,A music box aficionado. He even makes his own by hand.,Player Universe: Whistlaria,,https://dxi4wb638ujep.cloudfront.net/1/k/r/e/re-kuar-nbm.png
FALSE,402,IE,,Peter Malus,Tamotsu Nurikabe,,Montagne,塗壁 保,Malus,Malus,♂,,MF,DF,,Justice,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Shoulder Tackle,Kangaroo Kick,Gravestone,,,,Tacle à l'épaule,Frappe kangourou,Pierre tombale,,,,Unaffiliated,It's impossible to tell what he's thinking with his face of stone.,Player Universe: Judgion,,https://dxi4wb638ujep.cloudfront.net/1/k/t/g/tgo13fy0ms8.png
FALSE,403,IE,,Colin Lection,Tatsuya Kasahara,,Feu,笠原 竜也,Lection,Lection,♂,,DF,MF,,Counter,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Meteor Shower,Rolling Slide,,,,Coupe courbée,Pluie de météores,Tacle acrobate,,,,Unaffiliated,A collector of novelty goods with a penchant for arcade grabbers.,Player Universe: Ferrum Structura,,https://dxi4wb638ujep.cloudfront.net/1/k/c/i/cizua6-olhu.png
FALSE,404,IE,,Brock Twigg,Kaihei Mizumaki,,Forêt,水巻 開平,Twigg,Twigg,♂,,MF,DF,,Counter,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Cunning Pull,Deceptor Dribble,Clone Defence,,,,Tirage rusé,Dribble spectral,Tacle puissance 3,,,,Unaffiliated,"He fears that he's so puny, if he got tackled he might break in two.",Player Universe: Ferrum Turris,,https://dxi4wb638ujep.cloudfront.net/1/k/8/n/8n6hjnlg-bk.png
FALSE,405,IE,,Paddy Rise,Nishiki Miyagi,,Feu,宮城 錦,Rise,Rise,♂,,DF,MF,,Justice,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Crosscut Feint,Photon Crash,Foul Offence 3,,,,Feinte au travers,Flash photonique,Passage en force 3,,,,Unaffiliated,"A true rice enthusiast, chasing the dream of producing the nation's tastiest grain.",Player Universe: Orbis Ricarra,,https://dxi4wb638ujep.cloudfront.net/1/k/n/p/nplakyt8tym.png
FALSE,406,IE,,Dustin Westend,Soto Utaba,,Vent,歌場 創人,Westend,Westend,♂,,FW,MF,,Bond,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Crosscut Feint,Spiral Shot,Heaven's Time,,,,Feinte au travers,Tir en spirale,Instant céleste,,,,Unaffiliated,Loves Broadway. Hopes to tread the stage himself one day.,Player Universe: Whistlaria,,https://dxi4wb638ujep.cloudfront.net/1/k/p/u/pumckb_qw0m.png
FALSE,407,IE,,Alfonse Way,Satoru Yaegashi,,Montagne,八重樫 智,Way,Way,♂,,MF,DF,,Tension,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Shoulder Tackle,Super Armadillo,No Escape,,,,Tacle à l'épaule,Tatou géant,Sans issue,,,,Unaffiliated,An interior design enthusiast who changes his room's layout daily.,Player Universe: Draconis,,https://dxi4wb638ujep.cloudfront.net/1/k/-/g/-g99n-zq7hk.png
FALSE,408,IE,,Pippin Flowers,Makishi Hananiwa,,Feu,花庭 蒔志,Flowers,Flowers,♂,,FW,MF,,Rough,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Deceptive Step,Grenade Shot,Foul Offence 3,,,,Enjambée trompeuse,Tir grenade,Passage en force 3,,,,Unaffiliated,Has green fingers and is always in the garden picking out weeds.,Player Universe: Ferrum Structura,,https://dxi4wb638ujep.cloudfront.net/1/k/e/p/epei0jsionu.png
FALSE,409,IE,,Euan Stamper,Tetsuro Haruno,,Forêt,貼野 哲郎,Stamper,Stamper,♂,,DF,GK,,Rough,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Mighty Save,Sigma Zone,Dual Smash,,,,Arrêt valeureux,Zone sigma,Double pression,,,,Unaffiliated,"An avid stamp collector, he always has his stamp book close at hand.",Player Universe: Instructus Notara,,https://dxi4wb638ujep.cloudfront.net/1/k/v/b/vbvpzckyju8.png
FALSE,410,IE,,Paddy Prunus,Nobuhiro Yamagata,,Vent,山形 信洋,Prunus,Prunus,♂,,GK,DF,,Justice,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Mighty Save,Land of Ice,Galatyn,,,,Arrêt valeureux,Patinoire,Galatine,,,,Unaffiliated,Infatuated with cherries. His house is surrounded by cherry trees.,Player Universe: Judgion,,https://dxi4wb638ujep.cloudfront.net/1/k/b/r/brqxorj6eru.png
FALSE,411,IE,,Brian Presser,Hogusu Oshii,,Montagne,押井 解,Presser,Presser,♂,,FW,MF,,Counter,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Feint Dash,Gaia Break,Three-Legged Rush,,,,Accélération feintée,Frappe de Gaïa,Trépied turbo,,,,Unaffiliated,This experienced masseur can untie the knots from anyone's back.,Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/q/d/qdhqfuvapy8.png
FALSE,412,IE,,Pete LeGume,Tsunenori Nano,,Feu,菜乃 常則,LeGume,LeGume,♂,,DF,MF,,Rough,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Heel Flick,Ignited Steal,Scorching Tackle,,,,Talonnette,Tacle incendiaire,Charge enflammée,,,,Unaffiliated,"A committed vegetarian, but don't underestimate his game.",Player Universe: Dinosauria,,https://dxi4wb638ujep.cloudfront.net/1/k/e/r/er6dfvmji0c.png
FALSE,413,IE,,Shylock Watson,Ittoku Fukikoshi,,Forêt,吹越 一徳,Watson,Watson,♂,,DF,MF,,Breach,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Rolling Steal,Deceptor Dribble,Spider Web,,,,Vol enroulé,Dribble spectral,Toile d'araignée,,,,Unaffiliated,This junior detective buys all of his spy gadgets from magazine adverts.,,,https://dxi4wb638ujep.cloudfront.net/1/k/1/d/1dl8yqazlh0.png
FALSE,414,IE,,Ed Ripp,Masatoshi Matsuda,,Montagne,松田 正敏,Ripp,Ripp,♂,,DF,MF,,Breach,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Super Armadillo,Circus Block,,,,Tirage rusé,Tatou géant,Tacle périlleux,,,,Unaffiliated,Has a habit of whipping off his top to show off his muscles.,Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/v/s/vsojhn17qne.png
FALSE,415,IE,,Hike Basher,Sumiaki Ogaki,,Forêt,大垣 純章,Basher,Basher,♂,,FW,MF,,Justice,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Crosscut Feint,Kung Fu Header,Ultra Moon,,,,Feinte au travers,Tête kung-fu,Mégalune,,,,Unaffiliated,His mum often runs errands as the whole family has short memories.,Player Universe: Judgion,,https://dxi4wb638ujep.cloudfront.net/1/k/k/e/kezomytb9us.png
FALSE,416,IE,,Anthony Phinder,Toru Arai,,Feu,新井 超,Phinder,Phinder,♂,,FW,MF,,Bond,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Heel Flick,Grenade Shot,Dog Run,,,,Talonnette,Tir grenade,Ballon furtif,,,,Unaffiliated,Has the extraordinary ability to find lost items straight away.,Player Universe: Tornadrix,,https://dxi4wb638ujep.cloudfront.net/1/k/m/l/mle0irbt4ss.png
FALSE,417,IE,,Duncan Jump,Rokuro Machida,,Feu,町田 禄郎,Jump,Jump,♂,,DF,MF,,Breach,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Rolling Steal,Double Touch,Zigzag Flame,,,,Vol enroulé,Une-deux solitaire,Zigzag de feu,,,,Unaffiliated,A keen basketball player who hopes to play in America some day.,Player Universe: Orbis Ricarra,,https://dxi4wb638ujep.cloudfront.net/1/k/x/n/xnvvpunxvhe.png
FALSE,418,IE,,Lucky Winn,Koichi Kitahara,,Vent,北原 幸一,Winn,Winn,♂,,MF,DF,,Breach,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Curving Cut,Aurora Dribble,Perimeter Zone,,,,Coupe courbée,Dribble boréal,Zone analytique,,,,Unaffiliated,Always seems to win without lifting a finger. In a word: jammy.,Player Universe: Bootarus,,https://dxi4wb638ujep.cloudfront.net/1/k/3/i/3imgcjsfgb0.png
FALSE,419,IE,,Gene Bates,Toru Iriki,,Feu,入来 徹,Bates,Bates,♂,,DF,MF,,Bond,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Feint Play,Double Touch,Racing Flame,,,,Feinte,Une-deux solitaire,Balayette enflammée,,,,Unaffiliated,Thinks an old map he inherited is a treasure map. Digs everywhere.,Player Universe: Dinosauria,,https://dxi4wb638ujep.cloudfront.net/1/k/g/k/gk9bx20lnyc.png
FALSE,420,IE,,Randolf Finn,Shunji Eda,,Montagne,江田 俊二,Finn,Finn,♂,,GK,DF,,Bond,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Power Catch,Sumo Stomp,Flash Upper,,,,Arrêt en puissance,Sumo-secousse,Uppercut foudroyant,,,,Unaffiliated,"Enthralled by performing dolphins, he aspires to be a trainer one day.",Player Universe: Handora,,https://dxi4wb638ujep.cloudfront.net/1/k/y/g/ygcza73hqn0.png
FALSE,421,IE,,Ron Away,Shinsuke Nishio,,Feu,西尾 信輔,Away,Away,♂,,FW,MF,,Counter,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Dust Kick,Grenade Shot,Heel Drop,,,,Frappe poussiéreuse,Tir grenade,Talon infernal,,,,Unaffiliated,A stubborn kid who fled the school his parents chose for him.,Player Universe: Orbis Ricarra,,https://dxi4wb638ujep.cloudfront.net/1/k/d/i/diz4ter9h-c.png
FALSE,422,IE,,Rick Hatter,Riku Hattori,,Feu,服部 陸,Hatter,Hatter,♂,,FW,MF,,Tension,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Feint Dash,Grenade Shot,Foul Offence 3,,,,Accélération feintée,Tir grenade,Passage en force 3,,,,Unaffiliated,He always wants to get at least three points—whatever the sport or opponent.,Player Universe: Tropheus,,https://dxi4wb638ujep.cloudfront.net/1/k/n/g/ng8zdn7i4r0.png
FALSE,423,IE,,Grant Mardy,Yoko Tento,,Vent,天道 陽光,Mardy,Mardy,♂,,DF,MF,,Rough,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Whirlwind Twister,Snow Angel,,,,Coupe courbée,Tourbillon,Ange des neiges,,,,Unaffiliated,Loves carnivals and always joins in with the samba dancing.,Player Universe: Whistlaria,,https://dxi4wb638ujep.cloudfront.net/1/k/8/i/8insuydyvyc.png
FALSE,424,IE,,Shawn Broker,Nagaru Shichiya,,Montagne,質屋 流,Broker,Broker,♂,,GK,MF,,Bond,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Power Catch,Dash Accelerator,Toughness Block,,,,Arrêt en puissance,Accélération,Blocage de force,,,,Unaffiliated,He gives life to objects that his friends throw away.,Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/c/n/cnun9vo6g4s.png
FALSE,425,IE,,Anthony Coyne,Yoshio Zenigata,,Feu,銭形 芳生,Coyne,Coyne,♂,,DF,MF,,Rough,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Nutmeg,Flame Dance,Scorching Tackle,,,,Petit pont,Danse ardente,Charge enflammée,,,,Unaffiliated,He loves collecting old coins and is often out with a metal detector.,Player Universe: Dinosauria,,https://dxi4wb638ujep.cloudfront.net/1/k/t/p/tpfgqqoanle.png
FALSE,426,IE,,Healey Proctor,Kazuki Kaneko,,Montagne,金子 一樹,Proctor,Proctor,♂,,MF,DF,,Bond,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Nutmeg,The Wall,Mole Fake,,,,Petit pont,Le Mur,Feinte de la taupe,,,,Unaffiliated,Aims to be a helicopter pilot by practicing on an RC chopper.,Player Universe: Caravanus,,https://dxi4wb638ujep.cloudfront.net/1/k/v/u/vuya-jcsine.png
FALSE,427,IE,,Ade Posting,Heisuke Denpo,,Vent,伝法 平介,Posting,Posting,♂,,FW,MF,,Rough,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Deceptive Step,Spiral Shot,Aikido,,,,Enjambée trompeuse,Tir en spirale,Danse charmante,,,,Unaffiliated,A keen advertiser capable of filling the seats at any match.,Player Universe: Supportus,,https://dxi4wb638ujep.cloudfront.net/1/k/e/g/egp7t26wl-s.png
FALSE,428,IE,,Doug Outon,Yasufumi Nakazono,,Vent,中園 康文,Outon,Outon,♂,,MF,DF,,Rough,50,Légendaire,126,145,147,130,107,105,105,271,355,329,235,237,212,949,865,90,104,105,93,77,75,75,194,254,235,168,170,152,679,619,Rolling Steal,Aurora Dribble,Cyclone,,,,Vol enroulé,Dribble boréal,Cyclone,,,,Unaffiliated,Gave up on sports after breaking his shoulder playing baseball.,Player Universe: Bootarus,,https://dxi4wb638ujep.cloudfront.net/1/k/-/p/-pkoarpeqec.png
FALSE,429,IE,,Ebenezer Marner,Masatoshi Aga,,Feu,阿賀 預利,Marner,Marner,♂,,DF,MF,,Tension,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Cunning Pull,Double Touch,Shooting Star,,,,Tirage rusé,Une-deux solitaire,Étoile filante,,,,Unaffiliated,Saves every penny of pocket money he gets in the bank.,Player Universe: Orbis Ricarra,,https://dxi4wb638ujep.cloudfront.net/1/k/p/b/pb7vtupk9t0.png
FALSE,430,IE,,Davy Johns,Abiru Umihara,,Vent,海原 浴,Johns,Johns,♂,,FW,MF,,Bond,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Heel Flick,Condor Dive,Heaven's Time,,,,Talonnette,Attaque du condor,Instant céleste,,,,Unaffiliated,A swimmer and sea-water zealot. Refuses to use the school pool.,Player Universe: Diamantis,,https://dxi4wb638ujep.cloudfront.net/1/k/7/r/7re3czqgasc.png
FALSE,431,IE,,Bos Horne,Chuta Gozu,,Montagne,牛頭 忠太,Horne,Horne,♂,,DF,FW,,Counter,50,Légendaire,110,116,117,145,127,133,113,226,288,318,278,272,260,1105,861,79,83,84,104,91,95,81,162,206,228,199,195,186,791,617,Curving Cut,Gaia Break,No Escape,,,,Coupe courbée,Frappe de Gaïa,Sans issue,,,,Unaffiliated,Sculpts his hair into horns. Only he thinks it looks cool.,Player Universe: Dinosauria,,https://dxi4wb638ujep.cloudfront.net/1/k/k/d/kd1wxmm83h0.png
FALSE,432,IE,,Nick Orner,Doji Kahaku,,Vent,河伯 童子,Orner,Orner,♂,,GK,MF,,Tension,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Deceptive Step,Ice Block,Aikido,,,,Enjambée trompeuse,Bloc de glace,Danse charmante,,,,Unaffiliated,"Claims to have inherited a mummified unicorn. (""It's at home. Honest!"")",Player Universe: Inazumis,,https://dxi4wb638ujep.cloudfront.net/1/k/k/r/krubrnf1wnu.png
FALSE,433,IE,,Nathin Gaunt,Shigeshi Hosoe,,Montagne,細江 茂志,Gaunt,Gaunt,♂,,MF,DF,,Justice,50,Légendaire,130,141,137,126,113,114,105,271,343,315,240,239,227,988,866,93,101,98,90,81,82,75,194,245,225,172,171,163,708,620,Feint Dash,Gravitation,Mole Fake,,,,Accélération feintée,Gravité,Feinte de la taupe,,,,Unaffiliated,"Always dresses so well, people are surprised to know his true weight.",Player Universe: Judgion,,https://dxi4wb638ujep.cloudfront.net/1/k/v/d/vdf6gyjp7-8.png
FALSE,434,IE,,Quentin Quartz,Ishihide Kitao,,Montagne,北雄 石英,Quartz,Quartz,♂,,FW,DF,,Justice,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Shoulder Tackle,Gaia Break,Stone Prison,,,,Tacle à l'épaule,Frappe de Gaïa,Prison de pierre,,,,Unaffiliated,A horoscope devotee who always has his lucky power stone with him.,,,https://dxi4wb638ujep.cloudfront.net/1/k/1/s/1s8pvfwhoem.png
FALSE,435,IE,,Andrew Meikle,Kinji Ninomiya,,Feu,二宮 金次,Meikle,Meikle,♂,,GK,DF,,Counter,50,Légendaire,110,120,113,120,123,133,141,230,288,303,253,243,256,1209,860,79,86,81,86,88,95,101,165,206,217,181,174,183,865,616,Cunning Pull,Fireball Knuckle,Racing Flame,,,,Tirage rusé,Poing ardent,Balayette enflammée,,,,Unaffiliated,A true bookworm. Deep in study even while walking to school.,Player Universe: Academion,,https://dxi4wb638ujep.cloudfront.net/1/k/e/e/eenu46w9jtk.png
FALSE,436,IE,,Gary Salmon,Noboru Sakekawa,,Montagne,鮭川 昇,Salmon,Salmon,♂,,GK,DF,,Breach,50,Légendaire,110,120,113,120,127,133,137,230,288,301,253,247,260,1201,860,79,86,81,86,91,95,98,165,206,216,181,177,186,859,616,Strong Punch,Earthquake,Wood Chopper,,,,Poing puissant,Séisme,Hache du bûcheron,,,,Unaffiliated,"Likes fishing in mountain streams, but worries about catching a bear?!",Player Universe: Tiraton,,https://dxi4wb638ujep.cloudfront.net/1/k/g/l/glkywjirmrk.png
FALSE,437,IE,,Fontaine Tapper,Hironari Mizuhara,,Feu,水原 弘也,Tapper,Tapper,♂,,FW,MF,,Justice,50,Légendaire,154,145,133,116,107,105,105,299,355,301,221,223,212,949,865,110,104,95,83,77,75,75,214,254,215,158,160,152,679,619,Crosscut Feint,Grenade Shot,Dog Run,,,,Feinte au travers,Tir grenade,Ballon furtif,,,,Unaffiliated,Paranoid about water quality. It's mineral water or nothing for him.,Player Universe: Judgion,,https://dxi4wb638ujep.cloudfront.net/1/k/3/n/3n7t7cerlym.png
FALSE,438,IE,,Leon Lawn,Ikuo Shiba,,Montagne,芝 生夫,Lawn,Lawn,♂,,DF,MF,,Justice,50,Légendaire,106,110,107,154,133,138,113,216,270,317,292,287,271,1132,861,76,79,77,110,95,99,81,155,194,227,209,205,194,811,617,Heel Flick,Gravitation,Mole Fake,,,,Talonnette,Gravité,Feinte de la taupe,,,,Unaffiliated,Loves just lying on the grass. Has a kip on the pitch before a match.,Player Universe: Dinosauria,,https://dxi4wb638ujep.cloudfront.net/1/k/x/i/xiymobxj-48.png
